x,y,z,energy
-4192,1040,1537,4584.411958
-4096,912,1540,4469.961969
-4128,848,1528,4482.663494
-3376,1648,1555,4065.870755
-3456,1456,1547,4056.732799
-3856,912,1539,4250.764755
-3872,784,1529,4236.13987
-4064,720,1532,4402.444775
-3952,864,1529,4324.655015
-4192,416,1520,4478.428296
-4128,1200,1488,4549.123872
-4192,944,1520,4557.894251
-4128,432,1489,4409.54975
-4448,640,1489,4734.070659
-4064,944,1550,4450.81251
-5264,224,1484,5473.767258
-5392,400,1468,5602.560843
-5248,448,1465,5467.031461
-5008,608,1480,5257.387945
-5040,768,1480,5308.655574
-5056,624,1475,5303.59661
-4832,656,1484,5097.13802
-4800,528,1496,5055.373379
-4544,-16,1504,4786.460906
-6112,-1024,1441,6362.515305
-5792,-1072,1337,6040.200079
-6528,-2576,1518,7180.172978
-5696,-1552,1473,6084.640417
-6656,-2016,1516,7117.924417
-5504,1088,1446,5793.848117
-5824,1408,1425,6158.901282
-5840,-2992,1340,6697.257946
-5312,2016,1470,5868.773296
-5488,-2720,1374,6277.294003
-5696,32,1472,5883.215447
-4144,-80,1280,4337.918395
-4752,528,1513,5014.923429
-6112,-1760,1320,6495.886699
-6144,-512,1505,6346.330042
-5536,96,1465,5727.367371
-3200,1200,1537,3747.314905
-2224,16,1576,2725.840788
-2384,48,1544,2840.721035
-4496,-192,1532,4753.725276
-5072,-1072,1582,5420.063837
-4464,-656,1489,4751.289614
-4720,-1472,1504,5167.900928
-4704,-576,1468,4961.291767
-5040,-1072,1523,5373.110179
-5360,-3808,1171,6678.450793
-4928,-672,1507,5196.904559
-4896,-688,1510,5169.551238
-4848,-1696,1452,5337.398617
-4832,-992,1507,5157.842281
-4496,-816,1532,4819.429012
-4928,-608,1500,5186.988336
-5408,-96,1529,5620.811418
-4608,-976,1438,4924.843551
-5104,-960,1513,5409.397841
-5136,-512,1502,5375.559878
-4832,320,1531,5078.836973
-4848,1248,1510,5228.834287
-4224,2960,1476,5364.918639
-4496,2496,1489,5353.611211
-5680,-464,1320,5849.794526
-7872,-1184,1464,8094.043242
-5104,448,1427,5318.632249
-6592,-656,1422,6775.461903
-6784,-1584,1440,7113.741069
-6672,-1456,1443,6979.81153
-6544,-1024,1428,6775.816999
-5968,-432,1476,6162.97201
-6736,-544,1363,6894.011967
-4960,-1472,1558,5403.308986
-3344,1072,1510,3822.514879
-3504,976,1534,3947.625615
-3584,1088,1537,4048.600869
-3584,1104,1515,4044.638056
-3808,944,1529,4210.681774
-4608,528,1504,4875.90648
-5328,224,1481,5534.538915
-5312,128,1476,5514.73517
-5584,-368,1473,5786.726968
-5488,-256,1483,5690.603571
-5648,-48,1476,5837.874956
-5184,368,1472,5401.487203
-5184,272,1475,5396.616069
-4800,464,1494,5048.497994
-5168,544,1428,5389.187694
-5088,640,1470,5334.626885
-5024,464,1476,5256.847725
-5168,464,1472,5393.542806
-5248,320,1468,5458.839437
-5376,144,1460,5572.585755
-5488,-48,1481,5684.523639
-5600,80,1457,5786.989632
-5056,-736,1472,5317.10598
-4064,2096,1502,4813.036048
-4080,3568,1457,5612.474766
-5312,768,1438,5556.528773
-5328,-1312,1472,5681.17171
